-1.000000000000000000e+01,-1.264282418133753438e+01
-9.797979797979797567e+00,-2.055083806949191683e+01
-9.595959595959595134e+00,-7.028384349788703744e+00
-9.393939393939394478e+00,-1.535113826833735295e+01
-9.191919191919192045e+00,-1.698678205066344304e+01
-8.989898989898989612e+00,-8.543983278259286607e+00
-8.787878787878787179e+00,-8.277815507170490861e+00
-8.585858585858586522e+00,-1.535433469380391891e+01
-8.383838383838384090e+00,-1.168919490710462306e+01
-8.181818181818181657e+00,-2.257706113456339025e+01
-7.979797979797979224e+00,-5.209417335996867848e+00
-7.777777777777777679e+00,-5.595825443842166180e+00
-7.575757575757576134e+00,-5.384894510952999980e+00
-7.373737373737373701e+00,-1.985374884844959809e+01
-7.171717171717171269e+00,-1.101382117247482739e+01
-6.969696969696969724e+00,-8.928802115976507636e+00
-6.767676767676768179e+00,-6.508086477502581957e+00
-6.565656565656565746e+00,-6.685853426412954548e+00
-6.363636363636363313e+00,-1.121481766625798571e+00
-6.161616161616161769e+00,-1.505776008937852417e+01
-5.959595959595959336e+00,-7.932423542337827982e+00
-5.757575757575757791e+00,-9.794998235846184897e+00
-5.555555555555555358e+00,-5.144004228759319730e+00
-5.353535353535353813e+00,-2.939876152286998057e+00
-5.151515151515151381e+00,1.287727467870380949e+00
-4.949494949494949836e+00,-7.245516322519398145e+00
-4.747474747474747403e+00,-1.117179069337590924e+00
-4.545454545454545858e+00,-1.317604522386007559e+01
-4.343434343434343425e+00,-4.602411387763680750e+00
-4.141414141414141881e+00,2.012017655027468876e+00
-3.939393939393939448e+00,-4.867989019787835936e+00
-3.737373737373737903e+00,-7.875592066776140321e-01
-3.535353535353535470e+00,3.167185793756537748e+00
-3.333333333333333037e+00,3.563024611471660386e+00
-3.131313131313131493e+00,3.055960195797930545e+00
-2.929292929292929060e+00,-1.469043732824229398e+00
-2.727272727272727515e+00,1.690193142956242234e-01
-2.525252525252525082e+00,-1.664479078546528434e+00
-2.323232323232323537e+00,4.561908918516061284e+00
-2.121212121212121104e+00,1.271237833489092139e+01
-1.919191919191918672e+00,1.542614100802344623e+00
-1.717171717171718015e+00,-1.266573086668220327e+00
-1.515151515151515582e+00,2.150406653117332478e+00
-1.313131313131313149e+00,-8.001150629712773465e+00
-1.111111111111110716e+00,4.016738776520512033e+00
-9.090909090909100598e-01,-1.303965740380313321e+00
-7.070707070707076269e-01,2.901884419551847838e+00
-5.050505050505051940e-01,4.081344946645086402e+00
-3.030303030303027612e-01,8.171009305930070354e+00
-1.010101010101003283e-01,5.874322702827016407e+00
1.010101010101003283e-01,9.407064176677156553e+00
3.030303030303027612e-01,-1.622989779160926460e+00
5.050505050505051940e-01,-9.997653974032090218e-01
7.070707070707076269e-01,5.909550414396846030e+00
9.090909090909082835e-01,4.076969572247541862e+00
1.111111111111110716e+00,6.499124680375299334e+00
1.313131313131313149e+00,9.396364287258816006e+00
1.515151515151515582e+00,7.852737903912330175e+00
1.717171717171716239e+00,1.126303496465640919e+01
1.919191919191918672e+00,1.656667786151162503e+01
2.121212121212121104e+00,4.371242573587664992e+00
2.323232323232323537e+00,9.294740260944134747e+00
2.525252525252524194e+00,1.159034932658521910e+01
2.727272727272726627e+00,9.412051639016054239e+00
2.929292929292929060e+00,1.602758952136335324e+01
3.131313131313131493e+00,-7.396419064352155459e-01
3.333333333333333925e+00,2.181968477086066827e+01
3.535353535353534582e+00,6.357550625593251681e+00
3.737373737373737015e+00,1.353416440863597892e+01
3.939393939393939448e+00,1.640239100037342368e+01
4.141414141414141881e+00,9.355652224012299456e+00
4.343434343434342537e+00,1.599716737267892874e+01
4.545454545454544970e+00,1.761205021821996297e+01
4.747474747474747403e+00,1.711248933441854092e+01
4.949494949494949836e+00,1.026771833133877010e+01
5.151515151515150492e+00,2.534224505692030505e+01
5.353535353535352925e+00,1.684188341642518338e+01
5.555555555555555358e+00,1.034781556485634901e+01
5.757575757575757791e+00,1.967504874419716288e+01
5.959595959595958448e+00,1.711675535265874970e+01
6.161616161616162657e+00,1.964519394848680633e+01
6.363636363636363313e+00,-9.031057585094970364e-02
6.565656565656563970e+00,2.473684120866415626e+01
6.767676767676768179e+00,1.929850629637621040e+01
6.969696969696968836e+00,1.976204165405593116e+01
7.171717171717173045e+00,1.719295588905190897e+01
7.373737373737373701e+00,2.358431842623680552e+01
7.575757575757574358e+00,2.507611436106463287e+01
7.777777777777778567e+00,2.190973479968957705e+01
7.979797979797979224e+00,2.791952692682799508e+01
8.181818181818179880e+00,2.176284792867950557e+01
8.383838383838384090e+00,1.976785386419415502e+01
8.585858585858584746e+00,1.703246437830764037e+01
8.787878787878788955e+00,1.965216651945363679e+01
8.989898989898989612e+00,2.706276761253718632e+01
9.191919191919190268e+00,2.297410312470505289e+01
9.393939393939394478e+00,2.206404871660556921e+01
9.595959595959595134e+00,2.683335991840615975e+01
9.797979797979799343e+00,1.925101567855893592e+01
1.000000000000000000e+01,2.244059345436592423e+01
